"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Mar 01 18:52:52 GMT 2023","Wed Mar 01 18:52:52 GMT 2023","284","","","","","","Logout off the site succesfully",""
